Postal Code,Place Name,County,Community,Latitude,Longitude,Accuracy
412410,Sakori Tarfe Belha,Pune,Junnar,19.7452,74.2202,3
412410,Belha,Pune,Junnar,19.7452,74.2202,3
412411,Bori BK,Pune,Junnar,18.6843,75.3725,3
412411,Rajuri,Pune,Junnar,18.5709,74.0691,4
412411,Vadgaon Anand,Pune,Junnar,18.6843,75.3725,3
412411,Ala (Pune),Pune,Junnar,18.6843,75.3725,3
412411,Alephata,Pune,Junnar,18.6843,75.3725,3
412412,Pimpalwandi (Pune),Pune,Junnar,19.1667,74.0667,4
412412,Kandali,Pune,Junnar,18.8867,74.1044,3
412412,Kolvadi,Pune,Junnar,18.5709,74.0691,4
412412,Vadgaon Kandali,Pune,Junnar,18.8867,74.1044,3
412412,Umbraj,Pune,Junnar,18.5709,74.0691,4
413102,Sangvi,Pune,Baramati,18.5709,74.0691,3
413102,Songaon,Pune,Baramati,18.0553,74.5306,4
413102,Karawaghaj,Pune,Baramati,18.0823,75.5755,3
413102,Baramati H.O,Pune,Baramati,18.0823,75.5755,3
413102,Medad,Pune,Baramati,18.0823,75.5755,3
413102,Malad,Pune,Baramati,18.5709,74.0691,3
413102,Jhargadwadi,Pune,Baramati,18.0823,75.5755,3
413102,Barhanpur,Pune,Baramati,18.5709,74.0691,4
413102,Mekhali,Pune,Baramati,18.0823,75.5755,3
413102,Tandulwadi,Pune,Baramati,18.5709,74.0691,4
413102,Nirawaghaj,Pune,Baramati,18.0823,75.5755,3
413102,Pimpali,Pune,Baramati,18.0823,75.5755,3
413102,Shiravali,Pune,Baramati,18.0823,75.5755,3
413102,Shirsuphal,Pune,Baramati,18.0823,75.5755,3
413102,Undawadi Supa,Pune,Baramati,18.0823,75.5755,3
413102,Undawadi K P,Pune,Baramati,18.0823,75.5755,3
413102,Baramati Court,Pune,Baramati,18.0823,75.5755,3
413102,Dorlewadi,Pune,Baramati,18.0823,75.5755,3
413102,Gunawadi,Pune,Baramati,18.0823,75.5755,3
413102,Jalgaon Kadepathar,Pune,Baramati,18.0823,75.5755,3
413102,Karkhel,Pune,Baramati,18.0823,75.5755,3
413103,Sarati,Pune,Indapur,18.5709,74.0691,4
413103,Surwad,Pune,Indapur,20.4967,75.6918,3
413103,Bawada,Pune,Indapur,20.4967,75.6918,3
413103,Bhandgaon,Pune,Indapur,20.4967,75.6918,3
413103,Bhodani,Pune,Indapur,20.4967,75.6918,3
413103,Lakhewadi,Pune,Indapur,20.4967,75.6918,3
413103,Shetphal Haveli,Pune,Indapur,20.4967,75.6918,3
413103,Pimpri BK,Pune,Indapur,20.4967,75.6918,3
413104,Bhavaninagar (Pune),Pune,Indapur,19.1167,74.1,3
413104,Sapkalwadi,Pune,Indapur,19.1167,74.1,3
413104,Bori,Pune,Indapur,19.1167,74.1,4
413104,Sansar,Pune,Indapur,19.1167,74.1,3
413104,Tavshi,Pune,Indapur,18.5709,74.0691,3
413104,Belawadi,Pune,Indapur,19.1167,74.1,3
413104,Kuravali,Pune,Indapur,19.1167,74.1,3
413104,Kazad,Pune,Indapur,19.1167,74.1,3
413104,Katyachiwadi,Pune,Baramati,19.1167,74.1,3
413104,Dhekalwadi,Pune,Baramati,19.1167,74.1,3
413104,Udhat,Pune,Indapur,19.1167,74.1,3
413105,Kalas,Pune,Indapur,18.1724,74.7905,4
413105,Rajegaon,Pune,Daund,18.5709,74.0691,4
413105,Khanote,Pune,Daund,18.7053,75.4385,3
413105,Bhigwan R S,Pune,Indapur,18.7053,75.4385,3
413105,Watluj,Pune,Daund,18.7053,75.4385,3
413106,Indapur,Pune,Indapur,18.1153,75.0288,4
413106,Vadapuri,Pune,Indapur,19.4639,75.8748,3
413106,Hingangaon,Pune,Indapur,18.5709,74.0691,4
413106,Kalthan No 1,Pune,Indapur,19.4639,75.8748,3
413106,Kalashi,Pune,Indapur,18.5709,74.0691,4
413106,Bijawadi,Pune,Indapur,19.4639,75.8748,3
413106,Indapur Bazar,Pune,Indapur,19.4639,75.8748,3
413110,Pandhare,Pune,Baramati,18.9724,75.7184,1
413110,Manappawasti,Pune,Baramati,18.9724,75.7184,1
413110,Loni Bhapkar,Pune,Baramati,18.9724,75.7184,1
413110,Kambaleshwar,Pune,Baramati,18.9724,75.7184,1
413110,Dhakale,Pune,Baramati,18.9724,75.7184,1
413110,Mudhale,Pune,Baramati,18.9724,75.7184,1
413110,Shirasane,Pune,Baramati,18.9724,75.7184,1
413114,Kalamb,Pune,Indapur,19.0444,73.9555,4
413114,Lasurna,Pune,NA,18.0866,74.7652,4
413114,Nimsakhar,Pune,Indapur,18.0257,74.7719,4
413114,Shirsatwadi,Pune,Indapur,18.5709,74.0691,4
413114,Rangaon,Pune,Indapur,18.5709,74.0691,4
413114,Anthurne,Pune,Indapur,19.1314,75.3609,3
413114,Shelgaon,Pune,Indapur,18.5709,74.0691,4
413114,Walchandnagar,Pune,Indapur,19.1314,75.3609,3
413114,Redni,Pune,Indapur,19.1314,75.3609,3
413114,Nirwangi,Pune,Indapur,19.1314,75.3609,3
413114,Khorochi,Pune,Indapur,19.1314,75.3609,3
413115,Malegaon IRR Colony,Pune,Baramati,18.9724,75.7184,1
413115,Malegaon BK,Pune,Baramati,18.9724,75.7184,1
413116,Shivnagar,Pune,Baramati,18.5709,74.0691,4
413116,Khandaj,Pune,Baramati,20.4907,77.4313,3
413120,Kati,Pune,Indapur,18.5709,74.0691,4
413120,Ghotondi,Pune,Indapur,17.9614,75.889,3
413120,Nimgaon Ketki,Pune,Indapur,17.9614,75.889,3
413120,Varkute KH,Pune,Indapur,17.9614,75.889,3
413120,Vyahali,Pune,Indapur,17.9614,75.889,3
413130,Chincholi,Pune,Daund,18.3333,74.7257,4
413130,Ravangaon,Pune,Daund,18.3578,74.6274,4
413130,Nirgude,Pune,Indapur,18.3936,74.5945,3
413130,Bhigwan,Pune,Indapur,18.3,74.7636,4
413130,Madanwadi,Pune,Indapur,18.3936,74.5945,3
413130,Malad,Pune,Daund,18.5709,74.0691,4
413130,Parwadi,Pune,Baramati,18.3936,74.5945,3
413130,Khadaki,Pune,Daund,18.5709,74.0691,4
413130,Shetfalgade,Pune,Indapur,18.3936,74.5945,3
413132,Palasdeo,Pune,Indapur,18.3936,74.5945,1
413132,Nhavi,Pune,Indapur,18.5709,74.0691,1
413132,Loni Deokar,Pune,Indapur,18.3936,74.5945,1
413132,Agoti,Pune,Indapur,18.3936,74.5945,1
413132,Dalaj,Pune,Indapur,18.3936,74.5945,1
413133,Saval,Pune,Baramati,18.5709,74.0691,1
413133,MIDC Baramati,Pune,Baramati,18.3936,74.5945,1
413133,Katfal,Pune,Baramati,18.3936,74.5945,1
413801,Girim,Pune,Daund,18.4934,74.5484,3
413801,Daund,Pune,Daund,18.4652,74.5838,4
413801,Gopalwadi,Pune,Daund,18.4934,74.5484,3
413801,Malthan,Pune,Daund,18.3956,74.7271,4
413801,Alegaon,Pune,Daund,18.6194,74.3342,4
413801,Deulgaonraja,Pune,Daund,18.4934,74.5484,3
413801,Beam Wirelee Station,Pune,Daund,18.4934,74.5484,3
413801,S R P F Daund,Pune,Daund,18.4934,74.5484,3
413801,Boribyal,Pune,Daund,18.4934,74.5484,3
413801,Shirapur,Pune,Daund,18.4934,74.5484,3
413801,Nanvij,Pune,Daund,18.4934,74.5484,3
413801,Kalewadi,Pune,Daund,18.4934,74.5484,3
413801,Hingniberdi,Pune,Daund,18.4934,74.5484,3
413802,Kurkumbh,Pune,Daund,18.4934,74.5484,1
413802,MIDC Kurkumbh,Pune,Daund,18.4934,74.5484,1
